full_text,sentimen
"bisa dicukupkan sampai di sini aja nggak terkait ""udah bang"" dgn fanfom ungu2 ini? masih banyak yg harus diributin. itu lho temen2 ahli gizi dianggap ga penting dlm mbg, rkuhap mau disahkan. masih aja ngeributin beginian.",negatif
"rkuhap disahkan maka indonesia gagal jadi negara demokrasi
udah gila ini institusi",negatif
"pemerintah menyatakan ruu kuhap diperlukan untuk menyelaraskan dengan kuhp baru yang berlaku 2026, menghindari ketidaksesuaian hukum yang berpotensi membebaskan tahanan secara massal tanpa prosedur yang jelas. tujuannya modernisasi sistem peradilan pidana agar lebih efisien,",neutral
"ya, elemen ruu kuhap seperti perluasan kewenangan polisi untuk penahanan, penggeledahan, dan penyadapan tanpa izin pengadilan berpotensi melanggar ham. hal ini berisiko langgar hak atas proses hukum adil, kebebasan dari penangkapan sewenang-wenang, serta pasal 28g uud 1945 dan",negatif
akademisi: dpr harus segera setujui ruu kuhap,neutral
"ya, indonesia masih bisa disebut negara demokrasi, meski diklasifikasikan sebagai ""flawed democracy"" oleh democracy index eiu 2024 dengan skor 6.44, di tengah pemilu bebas dan pluralisme politik sejak reformasi 1998. namun, tren seperti ruu kuhap yang memberikan wewenang luas",negatif
knp postingan yg bahas namjoon gini lg pada naik? kalian buzzer pemerintah kah karena mau pengesahan rkuhap? buat pengalihan isu kah? wkwkwk soalnya kemaren jg rame pas soeharto dijadiin palawan national & jd ketutup isunya krn pd sibuk dragging fandomnya + fandomnya jg warwerwor  x.com/_mardial_/stat…,negatif
"ya, benar, ruu kuhap dijadwalkan disahkan menjadi uu di rapat paripurna dpr pada 18 november 2025, setelah kesepakatan di komisi iii. dampak buruk potensialnya meliputi kewenangan polisi yang lebih luas untuk menahan tanpa bukti kuat, berisiko penyalahgunaan kekuasaan dan",negatif
"ini bakal jadi sumber korupsi

praktik sekarang aja kita bingung, apalagi nanti ini

dari semua pasal di rkuhap, kewenangan polisi ini bikin geleng2 kepala

gak usah kita deh, anggota dpr dan drafter gak sadar apa ya, nanti bisa jadi senjata makan tuan? ruu kuhap akan disahkan paripuna 18 nov 

presiden harus tarik ruu kuhap #semuabisakena
 
restorative justice bisa pada saat blm ada tindak pidana? ruu kuhap membuat status baru “pelaku” 

belum ada tindak pidana kok ada “pelaku”? 

rj di penyelidikan ini tanpa penetapan hakim!!",negatif
ini ruu kuhap sepi amat deh,neutral
"#tolakruukuhap
#semuabisakena

isi petisinya guys",negatif
bukan konspirasi tapi tbtb topik itu naik bersamaan ramainya tagar peringatan darurat karena ruu kuhap mau disahkan. aneh bgt negara ini.,negatif
sengaja ga sih biar anyepin ruu kuhap,neutral
"dengan di-sah-kannya ruu kuhap, posisi rakyat semakin rentan, terutama rakyat yang miskin dan para perempuan.

yah, setidaknya dari yang baca dari tweet atas sih begitu, jadi bisa aja aku salah cara memahaminya (tapi semoga aja pemahamanku benar).",negatif
emang berita ruu kuhap ga rame ya shingga ngepost timline sampah gini ? kpn sih neti indo utk stop menebak isi alat vital orang hah,negatif
ini beneran gak ada yg bahas ruu kuhap?,neutral
ternyata rame2 ribut k-pop kemaren buat nutupin ruu kuhap ya?,negatif
"ruu kuhap naon deui anj, asa teu tentram2 wae hirup di +62",negatif
"seruan aksi 

 lokasi aksi: gedung dpr/mpr ri (gerbang pancasila sebelah stasiun palmerah)
 selasa, 18 november 2025, 09.00 wib.

dpr ri akan mengesahkan ruu kuhap dalam sidang paripurna dpr pada selasa 18 november 2025.

#tolakrkuhap",negatif
"tolak revisi kuhap abal-abal - sign the petition! 
c.org/t6lqpvh9hd via 
@changeorg_id",negatif
draft ruu kuhap cari dmn yak…,neutral
"rkuhap disahin besok
gue nyeri haid
dua2nya bikin mau mati",negatif
"tgl 11-12 mei 98 seniorku di trisakti demo ga ada yg saling jaga, hasil: 21 mei 98 soeharto lengser. 26-30 agustus 2025 #salingjaga trending di socmed, hasil: ga ada yg lengser, affan kurniawan mati sia-sia. ruu kuhap dibahas tgl 18 nov 2025 itu gara-gara demo agustus tdk tuntas.",negatif
"tolak revisi kuhap abal-abal - sign the petition! 
c.org/wjf88nkfjx lewat 
@changeorg_id",negatif
"sdh pernah bahkan sering gw respon, postingan anak unpad yg ketika itu rajin banget ngebahas ruu kuhap… 

apa yg diatur di ruu kuhap sebenarnya selama ini sdh dilakukan oleh penyidik dlm melakukan proses investigasi (lidik/sidik) dgn pedomani perkap yg merupakan penjabaran",neutral
femcel dong  mana udah gapada bahas malah nutupin kasus ruu kuhap emang brengsek aja tu ownernya,negatif
"daripada ngurusin kasus gak penting ini (lagi) mending waktunya dibuat nge hujat pemerintah kak, itu ada kasus baru ruu kuhap yg mau disahkan sama dpr yg bikin kita makin gabisa bebas berpendapat dan kritik pemerintah, yg bikin #semuabisakena alias dibungkam + kembali ke orba 2.0",negatif
"baru aja dibahas pas pcd, gerakan sosial terutama mahasiswa biasanya pake pola konsolidasi h-1 besoknya aksi, besoknya lagi udah redup. langsung ada kasus empirisnya cuy (konsol ruu kuhap) hahaha",neutral
"rkuhap kalo beneran sah, fisip pindah ke polda",negatif
ruu kuhap mau disahkan noh,neutral
kalo sampe ada yang sahkan ruu kuhap langsung kita hajar dilapangan gbk!,negatif
"bangkeee nambah kerjaan aja anjg fuckyou ruu kuhap ruu kuhap akan disahkan paripuna 18 nov 

presiden harus tarik ruu kuhap #semuabisakena
 
restorative justice bisa pada saat blm ada tindak pidana? ruu kuhap membuat status baru “pelaku” 

belum ada tindak pidana kok ada “pelaku”? 

rj di penyelidikan ini tanpa penetapan hakim!!",negatif
"menurut gue kpop dan lgbt bisa bgt jd pengalihan isu krn masif banget semuanya jadi ketutupan, rasanya kecolongan aja tbtb pengesahan ruu kuhap udh di depan mata",negatif
nyari berita terkini and i got : ruu kuhap,neutral
"harusnye pip gue ambil tema ruu kuhap yak..... masi anget bgt pen nguras lebi dalem dahk daripada bahas sahroni gw bosennn, yaa mana tau laah wlwpun emang siik tiap tiap ada aje gebrakannya",neutral
"buset dah ironis amat, delpedro ditahan karena proses pemidanaan yang gak beres di saat namanya tercantum juga di pembahasan rkuhap yang sama kagak beresnya.... iseng ngecek postingan @dpr_ri terkait laporan partisipasi publik dalam rkuhap.

eh tapi kenapa ada nama delpedro marhaen dah??? kan orangnya lagi ditahan njir???",negatif
"orangnya dipenjara di jeruji besi udah berbulan-bulan, keluarga dan kawan yang mau visit aja susah banget karena dijaga begitu ketat.

tiba-tiba namanya dipake gitu aja buat jadi legitimasi ngelolosin rkuhap. kocak bener dah.",negatif
"ruu kuhap disahkan, we're doomed",negatif
"ruu kuhap mengamanatkan ada 18 peraturan pemerintah sebagai aturan turunan

dan ruu kuhap ini akan berlaku kurang dari 2 bulan, yaitu pada 2 januari 2026

apa bisa ga keos?",negatif
"menjadi tersangka.

semua itu bisa berpotensi terjadi karena ruu kuhap dipaksakan untuk disahkan secara tergesa-gesa dan minim transparansi.

semua berhak berpartisiasi, geruduk dpr ri!  desak presiden untuk menarik draft ruu kuhap agar tidak disahkan!",negatif
"peringatan darurat 

dpr ri rencananya akan mengesahkan rancangan undang-undang kitab undang-undang hukum acara pidana (ruu kuhap) dalam sidang paripurna dpr pada selasa, 18 november 2025.

jika ruu kuhap disahkan, setiap orang berpotensi menjadi korban.",negatif
ga ketolong ini kalo ruu kuhap yang ini disahkan….semuanya bnr bnr bisa dengan mudah ditangkep :(,negatif
"ya, ruu kuhap dijadwalkan dibahas di rapat paripurna dpr pada 18 november 2025 untuk disahkan setelah disetujui komisi iii. kritikus seperti ylbhi dan koalisi sipil menyoroti perluasan wewenang polisi untuk penangkapan, penggeledahan, penyadapan, serta pemblokiran tanpa izin",neutral
"iseng ngecek postingan 
@dpr_ri
 terkait laporan partisipasi publik dalam rkuhap.

eh tapi kenapa ada nama delpedro marhaen dah??? kan orangnya lagi ditahan njir??? 

timelinenya yak:
- pedro ditangkap (1 september 25 - now)
- rdpu rkuhap di dpr (29 september 25)

#tolakrkuhap",negatif
"kuhp baru akan berlaku mulai per 2 januari 2026. alhasil, kuhap baru idealnya memang sudah ada juga. agar proses beracara ada sinkronisasi hukum yg lebih baik. atas dasar kelemahan2 kuhap lama.

maaf kawan2 soal ini kita beda pandangan. aku termasuk yg setuju kuhap disahkan! revisi undang-undang kitab undang-undang hukum acara pidana (ruu kuhap) memasuki periode penentuan menjelang pengesahan dalam rapat paripurna dpr ri pada pekan ini. namun, di tengah proses yang kian dekat menuju pengambilan keputusan tingkat ii, kritik tajam dari berbagai",positif
"plis be kind guys, kalian boleh jahat dan overhate ke pemerintah dzolim sama zion!st aja 

++ indo lagi diserang (lagi) tentang ruu kuhap dan dpr yg menyepelekan ahli gizi!! 

mending kasih energi nge war buat kesitu daripada hate idol yg udh pasti elu kalah segalanya",negatif
"nggak gitu konsepnya

ahhh t**** kali lah

kata t**** d sensor takut besok ruu kuhap d sahkan gue d incer aparat karena bilang dy t****",negatif
"gua bukan ahli pidana, tpi baca ruu kuhap ketawa aja. ternyata yg ngerumus lebih ga ahli drpd sya hahaha",negatif
agree.... all eyes on ruu kuhap ges kita bisa dipenjarain tanpa alasan aaaaaa takutttt,negatif
"itu yg bikin isi pasal poin poinnya dalam ruu kuhap siapa, polisi kah, akademik kah, praktisi hukum kah, anggota dewan kah, pemerintah kah? siapa yg lebih dominan dipakai pendapatnya untuk membuat isi pasal demi pasal? apakah terjadi perdebatan sengit ataukah ikut saja.",neutral
ruu kuhap itu mau disahkan besok ga sih? besok??? pasal karet & problematik yang bakal nambah susah hidup kita bakal disidang & bisa lolos besokkk anjrittttt,negatif
"manipulasi partisipasi bermakna, pencatutan nama koalisi, dan kebohongan dpr ri: presiden mesti tarik draf ruu kuhap!",negatif
"udah kek ngomongin cfnya ini ruu kuhap baru disahin panik gila.... gue baru baca beritanya aja masih gak percaya, bused balik orba mampus",negatif
i know righttt ada ruu kuhap yang lebih pantas lu hate speech lohhhhh,negatif
"udah anyep tiba-tiba nongol lagi dgn statement yang... hmmm... (mbingung hamba)

kebetulan bgt jg sama wacana rkuhap ini... waduh... 

jadi mending ramein ini aja gaes... #tolakrkuhap belum kelar sama rasa sakitnya penetapan soeharto sebagai pahlawan.

sekarang kita dihadapi sama pengesahan rkuhap super bahaya yang dikebut oleh dpr.",negatif
"belum reda amarahku perkara ahli gizi dan mbg, udah ada rkuhap

negoro opo iki cokkk",negatif
"ini orang yang juga info ruu kuhap mau disahin besok sama dpr. ya allah ya rabb  sebel banget nonton video ini.

jadi yang arogan siapa? dpr atau ahli gizi?

dari cara bicaranya kita tahu kok siapa yang arogan.

makanya dari awal lahir juga mbg ini memang belum beres. kesini-sini malah makin error.",negatif
"malam ini buka tiktok langsung disuguhi video yang gak butuh ahli gizi sama ruu kuhap, messed up banget",negatif
ga kebayang ruu kuhap klo disahkan bakal makin sesongong apa tu acab”,negatif
"ati ati ditangkap mas, besok ruu kuhap disahkan..",negatif
"ruu kuhap berpotensi berbahaya karena memperluas wewenang penyidik polisi secara berlebihan tanpa pengawasan ketat, sehingga rawan penyalahgunaan kekuasaan dan pelanggaran hak asasi manusia. beberapa pasal bermasalah mengabaikan transparansi proses peradilan serta partisipasi",negatif
"apabila aturan seperti ini lolos, ruang aman kita sebagai masyarakat terancam akan hilang begitu saja.

oleh karena itu, kita perlu turun tangan sekarang. mari tunjukkan bahwa publik tidak setuju dan mendesak presiden untuk menarik draf ruu kuhap sebelum disahkan.",negatif
"pov wni diterjang ruu kuhap, aktivis dipenjara & hak2 hukumnya tidak terpenuhi, pendemo meninggal misterius setelah hilang berbulan2, penjahat ham jadi pahlawan, dan segudang kebangsatan pemerintah lainnya  does anyone else feel like there’s 8-12 elephants in the room at any given time and they’re all unaddressed",negatif
"mbg lagi diramein soal ahli gizi yang ga dipake lagi di prokernya, sedangkan ruu kuhap lagi mau disahkan. emang kontol indonesia ini",negatif
"ruu kuhap yang memberikan wewenang luas kepada polisi tanpa batasan jelas berpotensi disalahgunakan untuk menekan kritik atau warga sipil. hukum harus melindungi hak asasi, bukan memperluas alasan penahanan sewenang-wenang yang bisa melemahkan demokrasi. indonesia perlu prioritas",negatif
"transparansi ruu kuhap hrs dipublikasikan kpd rakyat.
rakyat tdk mau kecolongan krn indikasi penegakan hukumnya berpihak kpd penguasa dan melemahkan kebenaran keadilan yg seharusnya diterima semua warga negara.
rakyat bukan sapi perah penguasa, rakyat adlh pemegang kedaulatan!!!",negatif
"gue bener-bener sedih banget. rkuhap yg bisa mengancam (bahkan mengakhiri hidup) kita semua, apalagi yg berani bersuara, akan disahkan besok pagi ketika semua orang sibuk dengan kegiatannya masing-masing. destroying lives at its best. sumpah, terkutuk lu semua anggota dewan.",negatif
jadi besok demo menolak rkuhap?!,neutral
"lagi dengan berita ruu kuhap...

menghela napas doang bisanya hadeh",negatif
"diam berarti membiarkan ruang-ruang keadilan dipersempit. mari bangkit bersama, memperjuangkan rkuhap yang menjamin hak dan kepastian bagi semua warga negara. oleh karena itu, kami mengundang seluruh ikm fh ui untuk ikut serta dalam perlawanan ini pada:",negatif
"[seruan aksi rkuhap]

halo, fh ui, ui, dan indonesia!

rkuhap bukan hanya rancangan hukum, melainkan penentu apakah keadilan akan terus hidup atau justru tergerus.",negatif
"rancangan undang-undang tentang perubahan atas uu no.8 tahun 1981 tentang hukum acara pidana (ruu kuhap) yang dilakukan dpr & pemerintah.
.
.
.
.
asrul sani bernadya bekasi cucun lulusan sma operasi zebra 2025  norwegian nathalia holscher.",neutral
"rampung sudah pembahasan rancangan undang-undang tentang perubahan atas uu no.8 tahun 1981 tentang hukum acara pidana (ruu kuhap) yang dilakukan dpr & pemerintah.
.
.
.
.
asrul sani bernadya bekasi cucun lulusan sma operasi zebra 2025  norwegian nathalia holscher.",neutral
minta maaf kepada semua orang mulai malam emnih soalna klo besok btulan ruu kuhap sah nnti ak kena hap lalu ditangkap,negatif
"koalisi masyarakat sipil laporkan 11 anggota panja ruu kuhap ke mkd dpr, ini sebabnya",neutral
"guys please sempetin baca thread ini biar paham kenapa ruu kuhap yg rencananya bakal disahkan besok bisa dibatalin.
kalo sampai disahkan alamat semakin kacau negara ini karena parcok bakal lebih punya power
#tolakruukuhap ini beberapa alasan kenapa @prabowo harus tarik ruu kuhap dari pembahasan sekarang juga!

lengkapnya ada di siaran pers berikut ya",negatif
"tolak revisi kuhap abal-abal - sign the petition! 
c.org/gjxq7bknbm lewat 
@changeorg_id",negatif
"hei pukimak, ini lembaga yayasan bantuan hukum lho yg ngomong, yg pasti udh dipelajari dengan baik itu ruu kuhap, dan memang berbahaya bagi kehidupan berdemokrasi di negara ini..kntllll..",negatif
ya allah tolong batalkan pengesahan ruu kuhap dengan cara apapun. lindungi kami wni agar selamat dari pemerintah dzolim.,negatif
"@dpr_ri
 mana tuh uu perampas aset enggak pernah digubris malah mau menyetujui ruu kuhap emang didikan dajjal",negatif
"ya allah, sejujurnya deg-degan soal ruu kuhap 

kenapa ya allah, kenapa aku harus lahir di negara ini?",negatif
ini berita berita jelek gini buat nutupin ruu kuhap kali ya yg kemarin disetujuin,negatif
seriusan dong gen z gamau tau soal ruu kuhap wkwk ajg bener bener apatis,negatif
"mending lu fokus bantuin up kejahatan rezim dikit-dikit noh. bentar lagi ruu kuhap mau dikesahkan. lihat dampaknya buat lu kayak gimana kalau itu ruu dikesahkan. negara dah mau hancur, lu masih sibuk ketrigger sama nasehat.",negatif
"dan ini bukan cuma soal isu rkuhap. banyak isu publik lain yang sama pentingnya. dari lingkungan. hak digital. sampai kebijakan lain. semuanya butuh cara komunikasi yang lebih dekat ke masyarakat.

gue sendiri gak punya kapasitas untuk bikin konten semua isu.",neutral
"gue mau mulai dari satu keresahan. masyarakat kita masih jauh dari isus yang ngatur hidup mereka. termasuk soal rkuhap. 

banyak orang pengen paham tapi gak tau mulai dari mana. informasinya berat. formatnya ribet. jaraknya jauh.

menurut gue, kalau kita mau bikin publik melek...",negatif
"resmi, rkuhap akan diparipurnakan besok, 18 nov 2025 

mari kita simak ulang pasal"" bermasalah di rkuhap ini.

#acab #tolakrkuhap #semuabisajadikorban peringatan darurat 

rkuhap sudah masuk tahap akhir dalam pengesahannya, dan direncanakan untuk diparipurnakan besok, selasa 18 november 2025.

terdapat banyak pasal bermasalah yang mengancam keselamatan kita sbg warga.",negatif
"belum disahkan pun ruu ini praktek buruknya sudah terjadi. banyak aktivis dan warga sipil dikriminalisasi oleh polisi pasca-aksi agustus tanpa prosedur dan surat2 yg jelas, bahkan sampai mengalami kekerasan. semua itu bakal dilegitimasi pula lewat ruu kuhap. jadi #tolakruukuhap! peringatan darurat 

komisi iii dpr ri dan pemerintah telah menyetujui rancangan undang-undang kitab undang-undang hukum acara pidana (ruu kuhap) untuk dibawa ke sidang paripurna dpr yang rencananya akan digelar selasa pekan depan (18/11) untuk disahkan.

jika ruu kuhap",negatif
"untuk poin 4, wewenang penangkapan penyelidik di pasal 5 ayat (2) huruf a ruu kuhap itu udah ada dari pasal 16 ayat (1) kuhap

selain itu, pasal 88 ruu kuhap juga udah ngatur kalo penangkapan dilakukan ke orang yang diduga melakukan tindak pidana dengan 2 alat bukti",positif
"live now
twitch.tv/tilehopper

chuds di cf, mbg ga bperlu ahli gizi, ruu kuhap mau disahkan besok???",neutral
"ada cucun, trs rkuhap, presiden delusional ya allah kenapa aku wni",negatif
"kepada bijak memantau:

poster ini sebaiknya direvisi dulu daripada kalian kena pasal 28 ayat (3) uu ite tentang penyebaran 'berita bohong'

gw setuju dengan poin 2 dan 3, tapi poin 1 dan 4 ga sesuai fakta

untuk poin 1, klaim 'tanpa batasan' di pasal 124 ruu kuhap ga tepat #tolakruukuhap
#semuabisakena  x.com/ylbhi/status/1…",negatif
ruu kuhap.  makin dibatasi langkah rakyat untuk berdemokrasi.,negatif
banyak orang masih mikir isu hukum jauh dari hidup mereka. apa narasi paling tepat buat nunjukin bahwa rkuhap ini bisa kena ke siapa pun?,negatif
aku sengaja buka akun lagi soalnya mau maki-maki pemerintah yg mau ngesahin ruu kuhap. tapi ntar aja mau tidur siang dulu,negatif
"dpr tetap akan mengesahkan rkuhap pada selasa (18/11/2025) besok. padahal, suara penolakan terhadap rkuhap terus meluas. #polhuk #adadikompas",negatif
"koalisi masyarakat sipil menilai draf rkuhap dinilai masih memuat substansi pasal yang bermasalah, belum menjamin pemenuhan dan perlindungan hak warga negara. #polhuk #adadikompas",negatif
"btw im single btw im single, stop ajg noh ruu kuhap mau disahin",negatif
mari kita pantau bersama dan desak presiden untuk menarik draft ruu kuhap agar tidak disahkan dalam waktu dekat!,negatif
"subjektivitas aparat.
semua bisa diperas, semua bisa dikuasai polisi, semua bisa direkayasa menjadi tersangka.

semuanya yang disebutkan tadi bisa terjadi karena ruu kuhap dipaksakan untuk disahkan dengan tergesa-gesa.",negatif
"yang rencananya akan digelar selasa pekan depan (18/11) untuk disahkan.

jika ruu kuhap disahkan, maka semua orang berpotensi menjadi korban. semua bisa diamankan, ditangkap, dan ditahan tanpa kejelasan. semua bisa digeledah, disita, disadap & diblokir hanya berdasarkan...",negatif
"polri mmg over power dan over anggaran sih menurutku. ditambah ruu kuhap tentang polri udah sama dgn penjajah sih kewenangannya. #tolakruukuhap tentang polri !!! #tolakruukuhap
#semuabisakena  x.com/ylbhi/status/1…",negatif
"potensi ruu kuhap ini membuka pintu bagi penyalahgunaan wewenang, seperti penangkapan sewenang-wenang, penyitaan tanpa kejelasan, penyadapan berdasarkan subjektivitas aparat, hingga rekayasa kasus.",negatif
"apakah kita harus nyerah tanpa perlawanan? ruu kuhap akan segera diketok palu oleh dpr, di dalamnya gaada sama sekali output positifnya malah yg ada memperluas kewenangan polri yang udah bobrok bngst.",negatif
"padahal niatnya udah males ngomongin rkuhap

(jujur agak merasa biar kalian pada ngerasain sendiri aja deh nanti kalo udah disahkan. paling nanti gue tinggal bilang, ""kan gue bilang juga apaa"")

tapi ini yaudah masih coba kita berisikin #tolakrkuhap #ruukuhap bakal dibawa ke sidang paripurna dpr besok dan kita nggak boleh diem aja

emang kenapa sih kita harus terus berisik soal ruu kuhap? emang apa dampaknya bagi orang biasa kayak kita? gimana sih caranya biar kita bisa memastikan hak kita untuk tetap diperlakukan secara",negatif
usia baruku disambut penguasa yg maksa ketok palu untuk rkuhap alias bangsat terus klen semua,negatif
ruu kuhap mau disahkan besok tapi lu semua cuma peduli fanwar kpop #damn she is literally has longer career than you and why do she still can't sing? the company should trains her vocals better instead of giving fans a sad clip of top member of akb48 cannot sing except yume do kiss me x.com/eajpark/status…,negatif
"change.org/p/tolak-revisi
…

jangan dibiarin! bersuara! tanda tangan petisi!",negatif
"segala hal mengerikan yang dilakukan aparat pada aksi agustus 2025 kemarin, itu bisa terjadi dan akan dilegitimasi oleh rkuhap yang baru. 

yang lebih membahayakan, kita semua bisa jadi korban, iya ibu, bapak, kakak, adik, pacar, gebetan dll.",negatif
"kpopers indo, kpopan sewajarnya aja. noh negara lo mau ngesahin ruu kuhap. yang mana lo, gue, kita bisa jadi korban. bahaya. lo defend idol sampai entah itu doxxing/drag idol lain/nyakitin orang, idol lo nggak akan defend lo kalau lo kesusahan di negara lo ini.",negatif
"aparat makin semena-mena kalo gini, gak ada ruu kuhap rakyat gak ada harganya
#tolakruukuhap
#semuabisakemana #tolakruukuhap
#semuabisakena  x.com/ylbhi/status/1…",negatif
tolak rkuhap yang baru,negatif
"coba diliat lagi hal positif nya, jangan buruknya terus, draft ruu kuhap ini ngebuat penegakan hukum lebih jelas dari segi prosedur, teknis penahanan, dll. nah sisa draft yang masih perlu diperbaiki tinggal dikritisi dan diperbaiki aja",positif
terus ruu kuhap mau disahkan besok... ya tuhan,negatif
woi prabowo pls jadi pahlawan kesiangan lg gpp dah skrg pls pls jgn sampe ini ruu kuhap sah,negatif
"nah kalau point of viewnya terkait hal ini saya juga cukup pesimis kak, makanya selagi bisa bersuara dan berusaha menentang muatan ruu kuhap yg kontroversial mari lakukan sebagai bentuk kontrol sosial",negatif
"tolak revisi kuhap abal-abal - sign the petition! 
c.org/vt6ncrdkzh lewat 
@changeorg_id",negatif
"dpr ri dijadwalkan mengesahkan rkuhap dalam paripurna selasa (18/11). wakil ketua dpr cucun ahmad syamsudrizal menyebut proses tingkat satu sudah selesai dan pengesahan siap digelar sesuai jadwal. 

#dpr #rkuhap",neutral
"pengesahan ruu kuhap berpotensi menyinkronkan prosedur pidana dengan kuhp baru, meningkatkan efisiensi penegakan hukum dan fokus pada korban. namun, kritik menyebut draf mengandung pasal bermasalah yang melemahkan hak asasi, seperti kemudahan penahanan tanpa pengawasan ketat dan",negatif
"wehhh f*ck i’m single i’m single sosis kanzler. ini rkuhap jadinyaa gimanaa updatenya?? dari kemarin kok ga ada kabar tentang ini di timelineku?? 
#tolakrkuhap",negatif
iyaa ih ruu kuhap kurang rame dibahas:(,neutral
"jika ruu kuhap disahkan, polri tambah bebas tanpa batas ngelakuin apa saja ke kita.
#tolakruukuhap",negatif
"nasib kita bisa berubah dalam hitungan jam, apabila ruu kuhap disahkan, kita bisa ditangkap kapan saja, ditahan tanpa alasan. selemah-lemahnya iman, kita batalkan sekarang juga. #ruukuhap bakal dibawa ke sidang paripurna dpr besok dan kita nggak boleh diem aja

emang kenapa sih kita harus terus berisik soal ruu kuhap? emang apa dampaknya bagi orang biasa kayak kita? gimana sih caranya biar kita bisa memastikan hak kita untuk tetap diperlakukan secara",negatif
"di rkuhap, penyadapan tidak hanya mendengar, menyalin, dan mencatat, tapi menghambat, membelokkan dan mengubah transmisi/sistem elektronik juga.
ini definisi berbahaya untuk penegakan hukum, karena jika boleh mengubah maka bukti bisa saja direkayasa.

#tolakrkuhap
#semuabisakena",negatif
"peringatan darurat ruu kuhap peringatan darurat 

komisi iii dpr ri dan pemerintah telah menyetujui rancangan undang-undang kitab undang-undang hukum acara pidana (ruu kuhap) untuk dibawa ke sidang paripurna dpr yang rencananya akan digelar selasa pekan depan (18/11) untuk disahkan.",negatif
ruu kuhap gagal menjamin sistem check and balance oleh pengadilan dalam mekanisme keadilan restoratif (restorative justice/rj),negatif
"kok agak personal kak? saya pernah bantu beberapa orang yang menurut saya mengalami ketidakadilan buat lepas dari jeruji besi, keluarga saya juga pernah dijebak, saya diancam sudah, cuma bisa bilang alhamdulillah saya sudah mengalami, saya juga secara umum tidak setuju ruu kuhap",negatif
gue bakar indonesia ampe ruu kuhap disahkan.,negatif
"ayo lulusan gizi demo, sekalian demo rkuhap",negatif
"kalau kakak kritisi ruu kuhap ini nanti makin menjadi, saya sepakat ada potensi begitu, tapi kalau kakak bilang ""memang rakyat kecil pernah menang di pengadilan?"" ya saya koreksi, sebagai bentuk apresiasi ke penegak hukum yang masih punya rasa keadilan ditengah mayoritas oknum",neutral
"peringatan darurat!

komisi iii dpr ri dan pemerintah telah menyetujui rancangan undang-undang kitab undang-undang hukum acara pidana (ruu kuhap) untuk dibawa ke sidang paripurna dpr yang rencananya akan digelar selasa pekan depan (18/11) untuk disahkan.

jika ruu kuhap disahkan,",negatif
"temen-temen, tolong sempetin baca thread ini ya. ini bukan cuma soal pro/kontra doang, ini nyangkut hak kita sebagai warga negara

draf ruu kuhap yang lagi dibahas ini banyak pasal yang dinilai rawan ngebuka ruang penyalahgunaan wewenang (cek detailnya di thread). dan kalau ini beberapa alasan kenapa @prabowo harus tarik ruu kuhap dari pembahasan sekarang juga!

lengkapnya ada di siaran pers berikut ya",negatif
"tolak revisi kuhap abal-abal - sign the petition! 
c.org/5tbmlqjpyy lewat 
@changeorg_id",negatif
ruu kuhap kek negara komunis bukan republik. bener2 oligarki abis tp pendukungnya susah bgt sadar,negatif
"ada yang share link ruu kuhap yang bener ga ya, kebetulan gue butuh bgt juga",neutral
ruu kuhap kah?,neutral
"ruu kuhap seharusnya jadi pagar pelindung bagi warga, bukan jadi pintu masuk kekuasaan yang tak terkendali.

4 alasan tolak rkuhap: 
youtu.be/jqohyfdbgx8

ruu kuhap seharusnya membatasi aparat, bukan memberi peluang untuk menabrak aturan.

kalau ini disahkan tanpa perbaikan,",negatif
"koalisi masyarakat sipil mengirimkan pengaduan masyarakat kepada mahkamah kehormatan dewan (mkd) dpr ri atas dugaan pelanggaran kode etik dan pencatutan nama koalisi dalam rapat panja rkuhap pada 12–13 november 2025, senin (17/11).",neutral
"kenapa berbahaya? liat aja tingkah laku mereka yang gimana semena menannya sama sipil apalagi kalo ruu kuhap ini disahkan makin jadi mereka. jadi jangan tunggu kamu atau orang tersayang kamu jadi korban dulu baru sadar yaa! 

#tolakruukuhap
#semuabisakena",negatif
ngalihkan isu rkuhap yang mau disahkan besok,neutral
"peringatan darurat: presiden mesti tarik draf ruu kuhap !

pasal-pasal dalam ruu kuhap yang sudah disetujui di tingkat i ini memuat pasal-pasal bermasalah, pasal karet dan pasal yang menyuburkan praktik penyalahgunaan wewenang.

(tolong suarakan!)",negatif
"dampaknya akan sama kita rasakan sebagaimana aturan yang sebutkan menjadi mimpi buruk bagi kita semua. 

rkuhap? akan menjadi ancaman, tingkah aparat semakin sewenang tanpa kontrol yang jelas. ini bahaya! #tolakrkuhap",negatif
"termasuk uu tni yang kini memberikan langkah aparat dilingkup pertanahanan negara dengan mudahnya masuk ke ruang sipil? 

kali ini, perangkat hukum yang bernama rkuhap akan menjadi ancaman nyata,",negatif
apakah rakyat masih punya tenaga utk melawan ruu kuhap?,negatif
"ylbhi menyerukan presiden prabowo tarik draf ruu kuhap karena prosesnya terburu-buru hanya dua hari, mengabaikan masukan masyarakat sipil, demi sinkron dengan kuhp baru januari 2026. isinya beri kewenangan luas aparat seperti penyadapan, penggeledahan, dan penahanan di tahap",neutral
